"","X","PermitNum","PermitClass","BLA","Age","PermitClassMapped","PermitTypeMapped","PermitTypeDesc","Description","HousingUnits","HousingUnitsRemoved","HousingUnitsAdded","EstProjectCost","AppliedDate","IssuedDate","ExpiresDate","CompletedDate","StatusCurrent","OriginalAddress1","OriginalCity","OriginalState","OriginalZip","ContractorCompanyName","Link","Latitude","Longitude","Location1","Where.on.your.property.are.you.working..","Choose.the.Primary.Property.Use.","Project.Value.","Review.Level.","Application.Completed.Date.","Permit.Issued.Date.","Inspections.Completed.Date.","Certificate.of.Occupancy.Issued.Date.","Intake.Value..New.","Intake.Value..Alteration.","Total.Intake.Value.","Issue.Value..New.","Issue.Value..Alteration.","Total.Issued.Value.","What.building.code.was.used.for.your.design..","Specific.Building.Code.","Action.Type.","Number.of.Proposed.Building.Stories.","Number.of.Proposed.Below.Grade.Building.Stories.","Number.of.Mezzanines.","Will.you.change.the.building.use.or.occupancy..","Does.your.project.qualify.for.our.Priority.Green.Incentive.program..","Is.a.certificate.of.occupancy.required..","Land.Disturbing.Activity.","Are.you.doing.more.than.2.000.square.feet.of.earth.disturbance...","Number.of.Curb.Cuts.for.This.Permit.","Units.Occupancy.","Waste.Diversion.Plan.Required.","Are.Emergency.Systems.Required.for.this.Project..","Does.your.project.include.an.HVAC.mechanical.system..","Reuse.Existing.Side.Sewer.System.","Is.this.a.substantial.alteration..","Number.of.Existing.Building.Stories.","Number.of.Existing.Below.Grade.Building.Stories.","Sprinklers.Meet.NFPA.13.","Is.work.in.the.right.of.way..street.or.alley..required..","Total.Revision.Value.","Are.you.changing.the.envelope..","Is.this.a.high.rise..","Main.Existing.Use.of.Building.","Existing.Occupancy.","Will.your.application.include.a.new.standard.plan..","Will.your.project.have.ground.disturbance..","Sprinklers.Meet.NFPA.13R.","Partial.Fire.Protection.System.","Fire.Alarm.","Other.Fire.Protection.System.","Is.any.portion.of.the.building.semi.heated.or.unheated..","Compliance.Category.","Is.there.a.commercial.kitchen.hood.exhaust.system..","Is.there.a.fume.hood..","Is.there.a.spray.paint.booth..","Describe.any.other.mechanical.systems.to.be.installed.as.part.of.this.project..","Compliance.Path.","AFUE.Efficiency..percentage..","HSPF.Efficiency..percentage..","Heating.Fuel.Type.Proposed..Residential.","Request.Type.","Hansen.APNO.","Hansen.APKEY.","Survey.Submittal.Required..","Soils.Report.Required..","Wetlands.Report.Required.","ECA.Review.Required..","Riparian.Wetland.Buffer..square.feet..","Steep.Slope.Area.Buffer..square.feet..","Sequencing.Required.","What.is.the.amount.of.ground.disturbance..","I..the.owner.or.owner.s.authorized.representative.of.the.property.referenced.in.this.submission..give.the.City.of.Seattle.Department.of.Planning.and.Development.permission.to.conduct.a.Pre.Application.Site.Visit..I.agree.that..1..electronic.filing.constitutes.an.authorizing.signature..2..I.will.inform.all.tenants.of.the.site.visit.prior.to.the.inspection.being.conducted..and.3..if.conditions.such.as.uncontrolled.dogs.or.uncooperative.tenants.hinder.the.inspector.s.ability.to.conduct.the.site.visit..the.site.visit.will.not.occur.and.the.site.visit.fee.may.be.forfeited...","Type.of.Demolition.","Is.this.the.first.time.this.area.is.being.improved.or.built.out.since.the.building.was.completed..","Total.Area.of.Work..square.feet..","Actual.Construction.Value."
"40",1050,"6744342-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2021-04-09",NA,"Issued","4813 50TH AVE SW","SEATTLE","WA",98116,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6744342-CN",47.55895403,-122.396635,"4813 50TH AVE SW
SEATTLE, WA 98116
(47.55895403, -122.396635)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"41",1057,"6691035-DM",NA,1,NA,NA,"Demolition","",NA,1,1,7,NA,"",NA,"2021-02-02",NA,"Issued","3017 SW CHARLESTOWN ST","SEATTLE","WA",98126,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6691035-DM",47.56972468,-122.37168103,"3017 SW CHARLESTOWN ST
SEATTLE, WA 98126
(47.56972468, -122.37168103)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"42",1095,"6764691-CN",NA,1,NA,NA,"Building","",NA,1,1,3,NA,"",NA,"",NA,"Application Completed","9243 14TH AVE NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6764691-CN",47.69733568,-122.37444414,"9243 14TH AVE NW
SEATTLE, WA 98117
(47.69733568, -122.37444414)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"43",1123,"6748545-DM",NA,1,NA,NA,"Demolition","",NA,1,1,4,NA,"",NA,"",NA,"Additional Info Requested","228 21ST AVE E","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6748545-DM",47.62113519,-122.30442061,"228 21ST AVE E
SEATTLE, WA 98112
(47.62113519, -122.30442061)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"44",1186,"6692851-CN",NA,1,NA,NA,"Building","",NA,3,3,3,NA,"",NA,"2021-03-03",NA,"Issued","5045 38TH AVE SW","SEATTLE","WA",98126,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6692851-CN",47.55620325,-122.3805308,"5045 38TH AVE SW
SEATTLE, WA 98126
(47.55620325, -122.3805308)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"45",1288,"6690319-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-04-30",NA,"Issued","9602 MARMOUNT DR NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6690319-CN",47.69881553,-122.39007798,"9602 MARMOUNT DR NW
SEATTLE, WA 98117
(47.69881553, -122.39007798)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"46",1301,"6749531-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2021-05-15",NA,"Issued","5550 33RD AVE NE","SEATTLE","WA",98105,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6749531-CN",47.66998334,-122.29236691,"5550 33RD AVE NE
SEATTLE, WA 98105
(47.66998334, -122.29236691)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"47",1343,"6729819-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2021-07-06",NA,"Issued","519 32ND AVE","SEATTLE","WA",98122,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6729819-CN",47.60672059,-122.29182204,"519 32ND AVE
SEATTLE, WA 98122
(47.60672059, -122.29182204)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"48",1439,"6710520-CN",NA,1,NA,NA,"Building","",NA,1,1,1,NA,"",NA,"2020-12-17",NA,"Issued","3225 34TH AVE S","SEATTLE","WA",98144,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6710520-CN",47.57447026,-122.29017012,"3225 34TH AVE S
SEATTLE, WA 98144
(47.57447026, -122.29017012)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"49",1494,"6724071-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-06-04",NA,"Issued","4907 1ST AVE NW","SEATTLE","WA",98107,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6724071-CN",47.6646233,-122.35742777,"4907 1ST AVE NW
SEATTLE, WA 98107
(47.6646233, -122.35742777)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"50",1537,"6685654-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-01-31",NA,"Issued","4614 46TH AVE S","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6685654-CN",47.56123274,-122.2755382,"4614 46TH AVE S
SEATTLE, WA 98118
(47.56123274, -122.2755382)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"51",1567,"6765270-DM",NA,1,NA,NA,"Demolition","",NA,1,1,1,NA,"",NA,"",NA,"Additional Info Requested","3020 65TH AVE SW","SEATTLE","WA",98116,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6765270-DM",47.57643817,-122.41567461,"3020 65TH AVE SW
SEATTLE, WA 98116
(47.57643817, -122.41567461)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"52",1630,"6732335-DM",NA,1,NA,NA,"Demolition","",NA,1,1,3,NA,"",NA,"2021-06-17",NA,"Completed","2438 NW 64TH ST","SEATTLE","WA",98107,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6732335-DM",47.67547149,-122.38935263,"2438 NW 64TH ST
SEATTLE, WA 98107
(47.67547149, -122.38935263)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"53",1636,"6749541-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-05-14",NA,"Issued","2201 N 60TH ST","SEATTLE","WA",98103,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6749541-CN",47.67216242,-122.33208455,"2201 N 60TH ST
SEATTLE, WA 98103
(47.67216242, -122.33208455)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"54",1715,"6761630-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-06-16",NA,"Issued","1552 N 128TH ST","SEATTLE","WA",98133,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6761630-CN",47.72250786,-122.33725654,"1552 N 128TH ST
SEATTLE, WA 98133
(47.72250786, -122.33725654)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"55",1766,"6683541-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-11-09",NA,"Completed","3808 CASCADIA AVE S","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6683541-CN",47.56940936,-122.2826196,"3808 CASCADIA AVE S
(47.56940936, -122.2826196)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"56",1791,"6691046-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-10-29",NA,"Issued","7815 DAYTON AVE N","SEATTLE","WA",98103,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6691046-CN",47.68593259,-122.35276219,"7815 DAYTON AVE N
SEATTLE, WA 98103
(47.68593259, -122.35276219)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"57",1798,"6653761-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-04-24",NA,"Issued","6035 2ND AVE NW","SEATTLE","WA",98107,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6653761-CN",47.67343352,-122.35976756,"6035 2ND AVE NW
SEATTLE, WA 98107
(47.67343352, -122.35976756)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"58",1804,"6721819-DM",NA,1,NA,NA,"Demolition","",NA,1,1,14,NA,"",NA,"",NA,"Scheduled","7508 43RD AVE S","SEATTLE","WA",98118,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6721819-DM",47.53490248,-122.27895794,"7508 43RD AVE S
SEATTLE, WA 98118
(47.53490248, -122.27895794)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"59",1871,"6689687-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-03-14",NA,"Issued","7029 27TH AVE NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6689687-CN",47.68034695,-122.39112986,"7029 27TH AVE NW
SEATTLE, WA 98117
(47.68034695, -122.39112986)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"60",1878,"6694735-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2021-01-08",NA,"Issued","1114 32ND AVE S","SEATTLE","WA",98144,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6694735-CN",47.59297909,-122.29123737,"1114 32ND AVE S
SEATTLE, WA 98144
(47.59297909, -122.29123737)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"61",1894,"6721832-DM",NA,1,NA,NA,"Demolition","",NA,2,2,11,NA,"",NA,"",NA,"Additional Info Requested","513 FEDERAL AVE E","SEATTLE","WA",98102,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6721832-DM",47.62358202,-122.31913918,"513 FEDERAL AVE E
SEATTLE, WA 98102
(47.62358202, -122.31913918)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"62",1951,"6732892-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Corrections Required","10019 Radford AVE NW","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6732892-CN",47.70212674,-122.38241533,"10019 Radford AVE NW
(47.70212674, -122.38241533)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"63",1995,"6668069-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2020-05-13",NA,"Issued","327 N 84TH ST","SEATTLE","WA",98103,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6668069-CN",47.68962963,-122.35408382,"327 N 84TH ST
SEATTLE, WA 98103
(47.68962963, -122.35408382)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"64",2004,"6687207-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2021-01-03",NA,"Issued","6765 41ST AVE SW","SEATTLE","WA",98136,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6687207-CN",47.54114058,-122.38475256,"6765 41ST AVE SW
SEATTLE, WA 98136
(47.54114058, -122.38475256)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"65",2021,"6675922-CN",NA,1,NA,NA,"Building","",NA,1,1,6,NA,"",NA,"2020-10-30",NA,"Issued","143 22ND AVE E","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6675922-CN",47.61973518,-122.3039463,"143 22ND AVE E
SEATTLE, WA 98112
(47.61973518, -122.3039463)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"66",2034,"6616864-CN",NA,1,NA,NA,"Building","",NA,1,0,4,NA,"",NA,"2020-11-06",NA,"Issued","3832 EVANSTON AVE N","SEATTLE","WA",98103,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6616864-CN",47.65368988,-122.35101705,"3832 EVANSTON AVE N
SEATTLE, WA 98103
(47.65368988, -122.35101705)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"67",2114,"6615694-CN",NA,1,NA,NA,"Building","",NA,5,0,1,NA,"",NA,"2021-04-06",NA,"Issued","3301 YORK RD S","SEATTLE","WA",98144,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6615694-CN",47.57354182,-122.28822212,"3301 YORK RD S
SEATTLE, WA 98144
(47.57354182, -122.28822212)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"68",2128,"6737891-DM",NA,1,NA,NA,"Demolition","",NA,1,1,4,NA,"",NA,"",NA,"Withdrawn","615 15TH AVE E","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6737891-DM",47.62470366,-122.31305749,"615 15TH AVE E
SEATTLE, WA 98112
(47.62470366, -122.31305749)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"69",2208,"6720264-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2020-12-27",NA,"Completed","155 HOWE ST","SEATTLE","WA",98109,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6720264-CN",47.63555329,-122.35402168,"155 HOWE ST
SEATTLE, WA 98109
(47.63555329, -122.35402168)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"70",2213,"6745852-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"2021-05-14",NA,"Issued","416 33RD AVE","SEATTLE","WA",98122,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6745852-CN",47.6056972,-122.2902315,"416 33RD AVE
SEATTLE, WA 98122
(47.6056972, -122.2902315)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"71",2221,"6712548-CN",NA,1,NA,NA,"Building","",NA,1,1,1,NA,"",NA,"2021-04-03",NA,"Issued","9037 9TH AVE NW","SEATTLE","WA",98117,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6712548-CN",47.69538125,-122.36902282,"9037 9TH AVE NW
SEATTLE, WA 98117
(47.69538125, -122.36902282)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"72",2223,"6690305-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Withdrawn","3933 SW IDA ST","SEATTLE","WA",98136,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6690305-CN",47.5341612,-122.38341932,"3933 SW IDA ST
SEATTLE, WA 98136
(47.5341612, -122.38341932)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"73",2238,"6708636-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Corrections Submitted","3814 46TH AVE SW","SEATTLE","WA",98116,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6708636-CN",47.56971873,-122.39046645,"3814 46TH AVE SW
SEATTLE, WA 98116
(47.56971873, -122.39046645)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"74",2250,"6733390-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"",NA,"Corrections Required","2137 E Hamlin ST","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6733390-CN",47.64534032,-122.30282045,"2137 E Hamlin ST
(47.64534032, -122.30282045)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"75",2288,"6618205-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"2020-09-06",NA,"Issued","3607 35TH AVE SW","SEATTLE","WA",98126,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6618205-CN",47.57175766,-122.37636985,"3607 35TH AVE SW
SEATTLE, WA 98126
(47.57175766, -122.37636985)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"76",2378,"6686494-CN",NA,1,NA,NA,"Building","",NA,1,0,0,NA,"",NA,"",NA,"Initiated","1925 37TH PL E","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6686494-CN",47.6365943,-122.28516296,"1925 37TH PL E
SEATTLE, WA 98112
(47.6365943, -122.28516296)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"77",2467,"6744743-DM",NA,1,NA,NA,"Demolition","",NA,1,1,1,NA,"",NA,"",NA,"Additional Info Requested","214 29TH AVE E","SEATTLE","WA",98112,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6744743-DM",47.62069088,-122.29448824,"214 29TH AVE E
SEATTLE, WA 98112
(47.62069088, -122.29448824)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"78",2557,"6764130-CN",NA,1,NA,NA,"Building","",NA,1,0,1,NA,"",NA,"",NA,"Additional Info Requested","","","",NA,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6764130-CN",NA,NA,"","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
"79",2561,"6736089-DM",NA,1,NA,NA,"Demolition","",NA,1,1,6,NA,"",NA,"",NA,"Additional Info Requested","6318 41ST AVE SW","SEATTLE","WA",98136,"","https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6736089-DM",47.5460626,-122.38423536,"6318 41ST AVE SW
SEATTLE, WA 98136
(47.5460626, -122.38423536)","","",NA,"","","","","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","","","","",NA,"","","","","","",NA,NA,"","",NA,"","","","","","","","","","","","","","","","","",NA,NA,"","",NA,NA,"","","","",NA,NA,"","","","","",NA,NA
